timestamp,demand,is_anomaly
2021-01-01 00:00:00,560.86,False
2021-01-01 01:00:00,457.54,False
2021-01-01 02:00:00,514.44,False
2021-01-01 03:00:00,594.62,False
2021-01-01 04:00:00,643.21,False
2021-01-01 05:00:00,835.04,False
2021-01-01 06:00:00,1055.59,False
2021-01-01 07:00:00,1193.12,False
2021-01-01 08:00:00,1301.26,False
2021-01-01 09:00:00,1811.52,True
2021-01-01 10:00:00,1337.97,False
2021-01-01 11:00:00,1264.9,False
2021-01-01 12:00:00,1153.77,False
2021-01-01 13:00:00,1102.19,False
2021-01-01 14:00:00,1025.63,False
2021-01-01 15:00:00,964.96,False
2021-01-01 16:00:00,1012.88,False
2021-01-01 17:00:00,1000.7,False
2021-01-01 18:00:00,1078.18,False
2021-01-01 19:00:00,1045.89,False
2021-01-01 20:00:00,996.29,False
2021-01-01 21:00:00,892.49,False
2021-01-01 22:00:00,1328.72,True
2021-01-01 23:00:00,657.44,False
2021-01-02 00:00:00,460.73,False
2021-01-02 01:00:00,400.04,False
2021-01-02 02:00:00,429.75,False
2021-01-02 03:00:00,499.22,False
2021-01-02 04:00:00,635.98,False
2021-01-02 05:00:00,808.89,False
2021-01-02 06:00:00,1037.86,False
2021-01-02 07:00:00,1112.28,False
2021-01-02 08:00:00,1208.26,False
2021-01-02 09:00:00,1234.55,False
2021-01-02 10:00:00,1251.92,False
2021-01-02 11:00:00,1197.29,False
2021-01-02 12:00:00,1070.23,False
2021-01-02 13:00:00,965.02,False
2021-01-02 14:00:00,908.73,False
2021-01-02 15:00:00,932.11,False
2021-01-02 16:00:00,1445.97,True
2021-01-02 17:00:00,967.62,False
2021-01-02 18:00:00,953.72,False
2021-01-02 19:00:00,976.21,False
2021-01-02 20:00:00,927.19,False
2021-01-02 21:00:00,841.33,False
2021-01-02 22:00:00,740.04,False
2021-01-02 23:00:00,590.64,False
2021-01-03 00:00:00,495.8,False
2021-01-03 01:00:00,414.49,False
2021-01-03 02:00:00,424.31,False
2021-01-03 03:00:00,509.05,False
2021-01-03 04:00:00,581.74,False
2021-01-03 05:00:00,788.23,False
2021-01-03 06:00:00,961.36,False
2021-01-03 07:00:00,1107.16,False
2021-01-03 08:00:00,1217.23,False
2021-01-03 09:00:00,1305.67,False
2021-01-03 10:00:00,1209.33,False
2021-01-03 11:00:00,1194.32,False
2021-01-03 12:00:00,1025.02,False
2021-01-03 13:00:00,982.04,False
2021-01-03 14:00:00,940.21,False
2021-01-03 15:00:00,932.04,False
2021-01-03 16:00:00,946.86,False
2021-01-03 17:00:00,976.98,False
2021-01-03 18:00:00,965.08,False
2021-01-03 19:00:00,957.23,False
2021-01-03 20:00:00,951.29,False
2021-01-03 21:00:00,830.89,False
2021-01-03 22:00:00,677.48,False
2021-01-03 23:00:00,551.79,False
2021-01-04 00:00:00,529.71,False
2021-01-04 01:00:00,509.23,False
2021-01-04 02:00:00,501.77,False
2021-01-04 03:00:00,592.69,False
2021-01-04 04:00:00,694.5,False
2021-01-04 05:00:00,884.43,False
2021-01-04 06:00:00,1076.09,False
2021-01-04 07:00:00,1198.9,False
2021-01-04 08:00:00,1321.04,False
2021-01-04 09:00:00,1322.82,False
2021-01-04 10:00:00,1306.26,False
2021-01-04 11:00:00,1235.68,False
2021-01-04 12:00:00,1121.48,False
2021-01-04 13:00:00,1088.55,False
2021-01-04 14:00:00,1003.1,False
2021-01-04 15:00:00,996.68,False
2021-01-04 16:00:00,1021.8,False
2021-01-04 17:00:00,1048.43,False
2021-01-04 18:00:00,1077.36,False
2021-01-04 19:00:00,1050.0,False
2021-01-04 20:00:00,994.71,False
2021-01-04 21:00:00,916.09,False
2021-01-04 22:00:00,746.99,False
2021-01-04 23:00:00,624.23,False
2021-01-05 00:00:00,519.46,False
2021-01-05 01:00:00,466.25,False
2021-01-05 02:00:00,511.34,False
2021-01-05 03:00:00,546.66,False
2021-01-05 04:00:00,697.82,False
2021-01-05 05:00:00,920.5,False
2021-01-05 06:00:00,1048.49,False
2021-01-05 07:00:00,1232.16,False
2021-01-05 08:00:00,1281.18,False
2021-01-05 09:00:00,1338.37,False
2021-01-05 10:00:00,1290.51,False
2021-01-05 11:00:00,1238.81,False
2021-01-05 12:00:00,1184.42,False
2021-01-05 13:00:00,1023.97,False
2021-01-05 14:00:00,1032.06,False
2021-01-05 15:00:00,1005.29,False
2021-01-05 16:00:00,991.41,False
2021-01-05 17:00:00,993.51,False
2021-01-05 18:00:00,1061.41,False
2021-01-05 19:00:00,1038.93,False
2021-01-05 20:00:00,1016.24,False
2021-01-05 21:00:00,920.99,False
2021-01-05 22:00:00,847.52,False
2021-01-05 23:00:00,662.32,False
2021-01-06 00:00:00,530.29,False
2021-01-06 01:00:00,503.4,False
2021-01-06 02:00:00,507.8,False
2021-01-06 03:00:00,616.45,False
2021-01-06 04:00:00,736.07,False
2021-01-06 05:00:00,894.08,False
2021-01-06 06:00:00,1104.93,False
2021-01-06 07:00:00,1176.22,False
2021-01-06 08:00:00,891.85,True
2021-01-06 09:00:00,1318.59,False
